"tconst","primaryTitle","releaseYear","isAdult","runtimeMinutes","genres","worldwideSalesDollars","averageRating","numVotes","directors","writers","mainCast"
"tt0832266","Definitely, Maybe",2008,0,112,"Comedy,Drama,Romance",NA,7.2,163803,"nm0111845","nm0111845","nm0005351, nm0001838, nm1113550, nm2480549"
"tt0834001","Underworld: Rise of the Lycans",2009,0,92,"Action,Fantasy,Thriller",NA,6.5,158089,"nm0851281","nm0564286,nm0085736,nm0564586,nm0936482,nm0650601,nm0340485","nm0593961, nm0790688, nm0631490, nm0533599"
"tt0901476","Bride Wars",2009,0,89,"Comedy,Romance",NA,5.4,106201,"nm0935095","nm0220045,nm1988111,nm2053085","nm0005028, nm0004266, nm0000298, nm1034965"
"tt0903624","The Hobbit: An Unexpected Journey",2012,0,169,"Adventure,Fantasy",1017003568,7.8,800154,"nm0001392","nm0909638,nm0101991,nm0001392,nm0868219,nm0866058","nm0293509, nm0005212, nm0035514, nm0785227"
"tt0903624","The Hobbit: An Unexpected Journey",2012,0,169,"Adventure,Fantasy",NA,7.8,800154,"nm0001392","nm0909638,nm0101991,nm0001392,nm0868219,nm0866058","nm0293509, nm0005212, nm0035514, nm0785227"
"tt0905372","The Thing",2011,0,103,"Horror,Mystery,Sci-Fi",NA,6.2,129728,"nm0374048","nm2104063,nm0132168","nm0935541, nm0249291, nm0860947, nm0647638"
"tt0907657","Once",2007,0,86,"Drama,Music,Romance",NA,7.8,115346,"nm0138809","nm0138809","nm0360598, nm2461627, nm2008013, nm2478608"
"tt0910936","Pineapple Express",2008,0,111,"Action,Comedy,Crime",NA,6.9,332540,"nm0337773","nm0736622,nm1698571,nm0031976","nm0736622, nm0290556, nm0170550, nm1144419"
"tt0910936","Pineapple Express",2008,0,111,"Action,Comedy,Crime",101624843,6.9,332540,"nm0337773","nm0736622,nm1698571,nm0031976","nm0736622, nm0290556, nm0170550, nm1144419"
"tt0910970","WALL·E",2008,0,98,"Adventure,Animation,Family",NA,8.4,1076301,"nm0004056","nm0004056,nm0230032,nm0714114","nm0123785, nm2264184, nm0307531, nm0929609"
"tt0910970","WALL·E",2008,0,98,"Adventure,Animation,Family",521311890,8.4,1076301,"nm0004056","nm0004056,nm0230032,nm0714114","nm0123785, nm2264184, nm0307531, nm0929609"
"tt0914798","The Boy in the Striped Pajamas",2008,0,94,"Drama,History,War",NA,7.8,210785,"nm0379179","nm2477197,nm0379179","nm2633535, nm0000667, nm1670029, nm2726789"
"tt0914863","Unthinkable",2010,0,97,"Crime,Drama,Thriller",NA,7.1,87456,"nm0429964","nm0940974","nm0000168, nm0005251, nm0790688, nm0740535"
"tt0918927","Doubt",2008,0,104,"Drama,Mystery",NA,7.5,127791,"nm0788234","nm0788234","nm0000658, nm0000450, nm0010736, nm0205626"
"tt0918940","The Legend of Tarzan",2016,0,110,"Action,Adventure,Drama",NA,6.2,173503,"nm0946734","nm3092414,nm0108132,nm0123194","nm0002907, nm4920741, nm7222287, nm0910607"
"tt0918940","The Legend of Tarzan",2016,0,110,"Action,Adventure,Drama",356700357,6.2,173503,"nm0946734","nm3092414,nm0108132,nm0123194","nm0002907, nm4920741, nm7222287, nm0910607"
"tt0926084","Harry Potter and the Deathly Hallows: Part 1",2010,0,146,"Adventure,Family,Fantasy",977043483,7.7,526481,"nm0946734","nm0460141,nm0746830","nm0705356, nm0914612, nm0342488, nm0631490"
"tt0926084","Harry Potter and the Deathly Hallows: Part 1",2010,0,146,"Adventure,Family,Fantasy",NA,7.7,526481,"nm0946734","nm0460141,nm0746830","nm0705356, nm0914612, nm0342488, nm0631490"
"tt0929632","Precious",2009,0,110,"Drama",NA,7.3,109649,"nm0200005","nm2819316,nm2497119","nm2829737, nm0594898, nm1745736, nm0001014"
"tt0936501","Taken",2008,0,90,"Action,Crime,Thriller",226837760,7.8,591135,"nm0603628","nm0000108,nm0436543","nm0000553, nm1192254, nm0000463, nm0650702"
"tt0936501","Taken",2008,0,90,"Action,Crime,Thriller",NA,7.8,591135,"nm0603628","nm0000108,nm0436543","nm0000553, nm1192254, nm0000463, nm0650702"
"tt0938283","The Last Airbender",2010,0,103,"Action,Adventure,Family",319713881,4,161094,"nm0796117","nm0796117","nm3226241, nm2443758, nm1717152, nm2353862"
"tt0938283","The Last Airbender",2010,0,103,"Action,Adventure,Family",NA,4,161094,"nm0796117","nm0796117","nm3226241, nm2443758, nm1717152, nm2353862"
"tt0938330","Silent Hill: Revelation",2012,0,95,"Horror,Mystery,Thriller",NA,4.9,62878,"nm1068186","nm1068186,nm3919354,nm1166804,nm1596678","nm2564938, nm3229685, nm0000293, nm0005251"
"tt0942385","Tropic Thunder",2008,0,107,"Action,Comedy,War",195702963,7,403307,"nm0001774","nm0857620,nm0001774,nm1000113","nm0001774, nm0085312, nm0000375, nm0434854"
"tt0942385","Tropic Thunder",2008,0,107,"Action,Comedy,War",NA,7,403307,"nm0001774","nm0857620,nm0001774,nm1000113","nm0001774, nm0085312, nm0000375, nm0434854"
"tt0944835","Salt",2010,0,100,"Action,Thriller",293503354,6.5,309634,"nm0637518","nm0934483","nm0001401, nm0000630, nm0252230, nm0646037"
"tt0944835","Salt",2010,0,100,"Action,Thriller",NA,6.5,309634,"nm0637518","nm0934483","nm0001401, nm0000630, nm0252230, nm0646037"
"tt0945513","Source Code",2011,0,93,"Action,Drama,Mystery",NA,7.5,509548,"nm1512910","nm1618286","nm0350453, nm1157358, nm0267812, nm0942482"
"tt0947798","Black Swan",2010,0,108,"Drama,Thriller",329398046,8,742031,"nm0004716","nm2114730,nm0374560,nm0572352","nm0000204, nm0005109, nm0001993, nm0000213"
"tt0947798","Black Swan",2010,0,108,"Drama,Thriller",NA,8,742031,"nm0004716","nm2114730,nm0374560,nm0572352","nm0000204, nm0005109, nm0001993, nm0000213"
"tt0947802","Lakeview Terrace",2008,0,110,"Crime,Drama,Thriller",NA,6.2,51929,"nm0001438","nm0521739,nm0466122","nm0000168, nm0933940, nm0913488, nm0322002"
"tt0947810","Green Zone",2010,0,115,"Action,Drama,Thriller",NA,6.8,136117,"nm0339030","nm0001338,nm2418487","nm0000354, nm0005042, nm0001427, nm0620981"
"tt0948470","The Amazing Spider-Man",2012,0,136,"Action,Adventure,Sci-Fi",NA,7,633478,"nm1989536","nm0888743,nm0765091,nm0460141,nm0498278,nm0228492","nm1940449, nm1297015, nm0406975, nm0451234"
"tt0948470","The Amazing Spider-Man",2012,0,136,"Action,Adventure,Sci-Fi",757930663,7,633478,"nm1989536","nm0888743,nm0765091,nm0460141,nm0498278,nm0228492","nm1940449, nm1297015, nm0406975, nm0451234"
"tt0949731","The Happening",2008,0,91,"Adventure,Sci-Fi,Thriller",NA,5,204501,"nm0796117","nm0796117","nm0000242, nm0221046, nm0000491, nm1496319"
"tt0952640","Alvin and the Chipmunks",2007,0,92,"Adventure,Animation,Comedy",NA,5.2,83455,"nm0384722","nm0900140,nm0574509,nm0899531,nm0046564","nm0005134, nm0046559, nm0439739, nm0189144"
"tt0952640","Alvin and the Chipmunks",2007,0,92,"Adventure,Animation,Comedy",365352546,5.2,83455,"nm0384722","nm0900140,nm0574509,nm0899531,nm0046564","nm0005134, nm0046559, nm0439739, nm0189144"
"tt0955308","Robin Hood",2010,0,140,"Action,Adventure,Drama",321669741,6.6,265007,"nm0000631","nm0001338,nm0717550,nm0903456","nm0000128, nm0000949, nm0532193, nm0001884"
"tt0955308","Robin Hood",2010,0,140,"Action,Adventure,Drama",NA,6.6,265007,"nm0000631","nm0001338,nm0717550,nm0903456","nm0000128, nm0000949, nm0532193, nm0001884"
"tt0959337","Revolutionary Road",2008,0,119,"Drama,Romance",NA,7.3,209545,"nm0005222","nm1244808,nm0946817","nm0000138, nm0000701, nm0280199, nm0745751"
"tt0960144","You Don't Mess with the Zohan",2008,0,113,"Action,Comedy",NA,5.6,199049,"nm0240797","nm0001191,nm0806912,nm0031976","nm0001191, nm0001806, nm0004825, nm0841910"
"tt0960144","You Don't Mess with the Zohan",2008,0,113,"Action,Comedy",204313400,5.6,199049,"nm0240797","nm0001191,nm0806912,nm0031976","nm0001191, nm0001806, nm0004825, nm0841910"
"tt0960731","Bedtime Stories",2008,0,99,"Adventure,Comedy,Family",NA,6,93619,"nm0788202","nm2188941,nm0379056","nm0001191, nm0005392, nm0001073, nm0001602"
"tt0960731","Bedtime Stories",2008,0,99,"Adventure,Comedy,Family",212874864,6,93619,"nm0788202","nm2188941,nm0379056","nm0001191, nm0005392, nm0001073, nm0001602"
"tt0962726","High School Musical 3: Senior Year",2008,0,112,"Comedy,Drama,Family",252909177,4.9,61673,"nm0650905","nm0058302","nm1374980, nm1227814, nm0864308, nm1727317"
"tt0962726","High School Musical 3: Senior Year",2008,0,112,"Comedy,Drama,Family",NA,4.9,61673,"nm0650905","nm0058302","nm1374980, nm1227814, nm0864308, nm1727317"
"tt0962736","The Young Victoria",2009,0,105,"Biography,Drama,History",NA,7.2,61142,"nm0885249","nm0271501","nm1289434, nm1670029, nm0079273, nm0001669"
"tt0963178","The International",2009,0,118,"Action,Crime,Drama",NA,6.5,94919,"nm0878756","nm2545235","nm0654110, nm0915208, nm0000090, nm0860947"
"tt0963794","The Ruins",2008,0,90,"Horror",NA,5.9,74277,"nm2127650","nm0809895","nm0039162, nm0540441, nm0006958, nm1377561"
"tt0963966","The Sorcerer's Apprentice",2010,0,109,"Action,Adventure,Family",NA,6.1,160039,"nm0005509","nm0465199,nm0742797,nm2188941,nm1215164,nm0076166","nm0000115, nm0059431, nm0000547, nm1954240"
"tt0964517","The Fighter",2010,0,116,"Action,Biography,Drama",NA,7.8,358364,"nm0751102","nm0798788,nm0848496,nm2053216,nm2565612","nm0000242, nm0000288, nm0010736, nm0502425"
"tt0964517","The Fighter",2010,0,116,"Action,Biography,Drama",129190869,7.8,358364,"nm0751102","nm0798788,nm0848496,nm2053216,nm2565612","nm0000242, nm0000288, nm0010736, nm0502425"
"tt0970179","Hugo",2011,0,126,"Adventure,Drama,Family",NA,7.5,318350,"nm0000217","nm0517589,nm2561765","nm2633535, nm1631269, nm0000489, nm0001426"
"tt0970411","City of Ember",2008,0,90,"Adventure,Family,Fantasy",NA,6.4,65222,"nm1481493","nm0003031,nm2558309","nm1519680, nm0429363, nm0000195, nm0752379"
"tt0970416","The Day the Earth Stood Still",2008,0,104,"Drama,Sci-Fi,Thriller",NA,5.5,169089,"nm0220600","nm0769227,nm0636002","nm0000206, nm0000124, nm0000870, nm1535523"
"tt0970452","Solomon Kane",2009,0,104,"Action,Adventure,Fantasy",NA,6.1,72933,"nm1068186","nm1068186,nm0397574","nm0700856, nm0001884, nm1248393, nm0000592"
"tt0970866","Little Fockers",2010,0,98,"Comedy,Romance",310650585,5.5,111415,"nm0919369","nm0357453,nm0836001,nm0322839,nm0164898","nm0001774, nm0001632, nm0000134, nm0005562"
"tt0970866","Little Fockers",2010,0,98,"Comedy,Romance",NA,5.5,111415,"nm0919369","nm0357453,nm0836001,nm0322839,nm0164898","nm0001774, nm0001632, nm0000134, nm0005562"
"tt0971209","A Perfect Getaway",2009,0,98,"Drama,Mystery,Thriller",NA,6.5,71555,"nm0878638","nm0878638","nm0000170, nm0001872, nm0648249, nm0760989"
"tt0974015","Justice League",2017,0,120,"Action,Adventure,Fantasy",NA,6.1,438081,"nm0811583","nm0796950,nm0795975,nm0006516,nm0811583,nm0923736,nm1189346,nm0004170,nm0277730,nm0551376,nm0456158","nm0000255, nm2933757, nm0597388, nm3009232"
"tt0974015","Justice League",2017,0,120,"Action,Adventure,Fantasy",657926987,6.1,438081,"nm0811583","nm0796950,nm0795975,nm0006516,nm0811583,nm0923736,nm1189346,nm0004170,nm0277730,nm0551376,nm0456158","nm0000255, nm2933757, nm0597388, nm3009232"
"tt0978762","Mary and Max",2009,0,92,"Animation,Comedy,Drama",NA,8.1,174191,"nm0254178","nm0254178","nm0001057, nm0000450, nm0051509, nm0402032"
"tt0978764","Sucker Punch",2011,0,110,"Action,Adventure,Fantasy",NA,6.1,240304,"nm0811583","nm0811583,nm0793122","nm0115161, nm1227814, nm0180411, nm0540441"
"tt0980970","The Chronicles of Narnia: The Voyage of the Dawn Treader",2010,0,113,"Adventure,Family,Fantasy",415686217,6.3,151205,"nm0000776","nm1321655,nm1321656,nm0678104,nm0507000","nm1602660, nm1342727, nm1670137, nm2401020"
"tt0980970","The Chronicles of Narnia: The Voyage of the Dawn Treader",2010,0,113,"Adventure,Family,Fantasy",NA,6.3,151205,"nm0000776","nm1321655,nm1321656,nm0678104,nm0507000","nm1602660, nm1342727, nm1670137, nm2401020"
"tt0981227","Nick and Norah's Infinite Playlist",2008,0,90,"Comedy,Drama,Music",NA,6.6,91605,"nm0813164","nm1032521,nm2578825,nm2832819","nm0148418, nm0993507, nm1683094, nm1969169"
"tt0983193","The Adventures of Tintin",2011,0,107,"Action,Adventure,Animation",NA,7.3,227567,"nm0000229","nm0378960,nm0595590,nm0942367,nm0180428","nm0068260, nm0785227, nm0185819, nm0670408"
"tt0983213","5 Centimeters per Second",2007,0,63,"Animation,Drama,Family",NA,7.5,56283,"nm1396121","nm1396121","nm0594647, nm2710673, nm1178570, nm2794388"
"tt0985694","Machete",2010,0,105,"Action,Crime,Thriller",NA,6.6,195997,"nm0542450,nm0001675","nm0001675,nm0736155","nm0001803, nm0735442, nm0000134, nm0004695"
"tt0985699","Valkyrie",2008,0,121,"Drama,History,Thriller",NA,7.1,239448,"nm0001741","nm0003160,nm1267492","nm0000129, nm0631490, nm0396924, nm0000110"
"tt0985699","Valkyrie",2008,0,121,"Drama,History,Thriller",201545517,7.1,239448,"nm0001741","nm0003160,nm1267492","nm0000129, nm0631490, nm0396924, nm0000110"
"tt0986233","Hunger",2008,0,96,"Biography,Crime,Drama",NA,7.5,69614,"nm2588606","nm0909629,nm2588606","nm0334324, nm0002565, nm0589665, nm0573054"
"tt0986263","Surrogates",2009,0,89,"Action,Sci-Fi,Thriller",NA,6.3,173852,"nm0609236","nm0274905,nm0104335,nm2590523,nm2591513","nm0000246, nm0593664, nm0000609, nm0683253"
"tt0986264","Like Stars on Earth",2007,0,165,"Drama,Family",NA,8.4,187201,"nm0451148,nm1244760","nm1244760","nm2594301, nm0451148, nm1538116, nm1479650"
"tt0988045","Sherlock Holmes",2009,0,128,"Action,Adventure,Mystery",NA,7.6,616962,"nm0005363","nm3467335,nm0669756,nm1334526,nm0927880,nm0236279","nm0000375, nm0000179, nm1046097, nm0835016"
"tt0988045","Sherlock Holmes",2009,0,128,"Action,Adventure,Mystery",524028679,7.6,616962,"nm0005363","nm3467335,nm0669756,nm1334526,nm0927880,nm0236279","nm0000375, nm0000179, nm1046097, nm0835016"
"tt0988047","Traitor",2008,0,114,"Action,Crime,Drama",NA,7,57447,"nm0618680","nm0618680,nm0000188","nm0000332, nm0001602, nm0659544, nm0846548"
"tt0988595","27 Dresses",2008,0,111,"Comedy,Romance",NA,6.1,162014,"nm0281945","nm0112459","nm0001337, nm0005188, nm0015196, nm0450116"
"tt0989757","Dear John",2010,0,108,"Drama,Mystery,Romance",NA,6.3,146643,"nm0002120","nm1956691,nm0817023","nm1475594, nm1086543, nm0420955, nm0001794"
"tt0990407","The Green Hornet",2011,0,119,"Action,Comedy,Crime",NA,5.8,159540,"nm0327273","nm0736622,nm1698571,nm0872077,nm0679326","nm0736622, nm1727100, nm0910607, nm0000139"
"tt0990407","The Green Hornet",2011,0,119,"Action,Comedy,Crime",227817248,5.8,159540,"nm0327273","nm0736622,nm1698571,nm0872077,nm0679326","nm0736622, nm1727100, nm0910607, nm0000139"
"tt0993840","Army of the Dead",2021,0,148,"Action,Crime,Horror",NA,5.7,164441,"nm0811583","nm0811583,nm8748334,nm1703612","nm1176985, nm3480246, nm0478886, nm1165044"
"tt0993842","Hanna",2011,0,111,"Action,Adventure,Drama",NA,6.8,197080,"nm0942504","nm2605946,nm1016333","nm1519680, nm0000949, nm0051509, nm3043279"
"tt0993846","The Wolf of Wall Street",2013,0,180,"Biography,Comedy,Crime",392000694,8.2,1327754,"nm0000217","nm1010540,nm0067789","nm0000138, nm1706767, nm3053338, nm0000190"
"tt0993846","The Wolf of Wall Street",2013,0,180,"Biography,Comedy,Crime",NA,8.2,1327754,"nm0000217","nm1010540,nm0067789","nm0000138, nm1706767, nm3053338, nm0000190"
"tt0995039","Ghost Town",2008,0,102,"Comedy,Drama,Fantasy",NA,6.7,72989,"nm0462895","nm0462895,nm0436960","nm0315041, nm0001427, nm0000495, nm1994167"
"tt0997152","The Experiment",2010,0,96,"Drama,Thriller",NA,6.4,54541,"nm0771228","nm0771228,nm0320342,nm0201543,nm0092063,nm0386570","nm0004778, nm1544217, nm0001845, nm1192254"
"tt1000774","Sex and the City",2008,0,145,"Comedy,Drama,Romance",418765519,5.7,121206,"nm0455078","nm0455078,nm0124299,nm0823015","nm0000572, nm0000326, nm0633223, nm0004862"
"tt1000774","Sex and the City",2008,0,145,"Comedy,Drama,Romance",NA,5.7,121206,"nm0455078","nm0455078,nm0124299,nm0823015","nm0000572, nm0000326, nm0633223, nm0004862"
"tt1001508","He's Just Not That Into You",2009,0,129,"Comedy,Drama,Romance",178866158,6.4,169947,"nm0477129","nm0463359,nm0799050,nm1021163,nm0875710","nm0329481, nm0000098, nm0000124, nm2079681"
"tt1001508","He's Just Not That Into You",2009,0,129,"Comedy,Drama,Romance",NA,6.4,169947,"nm0477129","nm0463359,nm0799050,nm1021163,nm0875710","nm0329481, nm0000098, nm0000124, nm2079681"
"tt1001526","Megamind",2010,0,95,"Action,Animation,Comedy",NA,7.3,250515,"nm0569891","nm0774786,nm2523794","nm0002071, nm1706767, nm0000093, nm0275486"
"tt1001526","Megamind",2010,0,95,"Action,Animation,Comedy",321885765,7.3,250515,"nm0569891","nm0774786,nm2523794","nm0002071, nm1706767, nm0000093, nm0275486"
"tt10016180","The Little Things",2021,0,128,"Crime,Drama,Mystery",NA,6.3,91906,"nm0359387","nm0359387","nm0000243, nm1785339, nm0001467, nm0061777"
"tt10059518","Unhinged",2020,0,90,"Action,Thriller",NA,6,63261,"nm0097517","nm0255296","nm0000128, nm3308569, nm5145655, nm0801051"
"tt1007028","Zack and Miri Make a Porno",2008,0,101,"Comedy,Romance",NA,6.6,176603,"nm0003620","nm0003620","nm0736622, nm0006969, nm0732497, nm0066144"
"tt1007029","The Iron Lady",2011,0,105,"Biography,Drama",NA,6.4,108083,"nm1630273","nm0604448","nm0000658, nm0000980, nm0001290, nm0114742"
"tt1010048","Slumdog Millionaire",2008,0,120,"Drama,Romance",378410542,8,830622,"nm0849164,nm0000965","nm0064479,nm3139511","nm2353862, nm2951768, nm0795661, nm0438463"
"tt1010048","Slumdog Millionaire",2008,0,120,"Drama,Romance",NA,8,830622,"nm0849164,nm0000965","nm0064479,nm3139511","nm2353862, nm2951768, nm0795661, nm0438463"
"tt1013743","Knight and Day",2010,0,109,"Action,Adventure,Comedy",NA,6.3,191380,"nm0003506","nm0642277","nm0000129, nm0000139, nm0765597, nm0003244"
"tt1013752","Fast & Furious",2009,0,107,"Action,Crime,Thriller",360366870,6.6,281010,"nm0510912","nm0604555,nm0860155","nm0004874, nm0908094, nm0735442, nm0108287"
"tt1013752","Fast & Furious",2009,0,107,"Action,Crime,Thriller",NA,6.6,281010,"nm0510912","nm0604555,nm0860155","nm0004874, nm0908094, nm0735442, nm0108287"
"tt1013753","Milk",2008,0,128,"Biography,Drama",NA,7.6,171037,"nm0001814","nm0085257","nm0000576, nm0000982, nm0386472, nm0526019"
"tt1014759","Alice in Wonderland",2010,0,108,"Adventure,Family,Fantasy",NA,6.4,404746,"nm0000318","nm0941314,nm0140902","nm1985859, nm0000136, nm0000307, nm0004266"
"tt1014759","Alice in Wonderland",2010,0,108,"Adventure,Family,Fantasy",1025468216,6.4,404746,"nm0000318","nm0941314,nm0140902","nm1985859, nm0000136, nm0000307, nm0004266"
"tt1014763","Child 44",2015,0,137,"Crime,Drama,History",NA,6.4,70236,"nm1174251","nm0697115,nm1602547,nm1195553","nm0362766, nm0000198, nm0636426, nm1172478"
"tt1014775","Beverly Hills Chihuahua",2008,0,91,"Adventure,Comedy,Drama",149292488,3.9,24082,"nm0331532","nm1583667,nm0124244","nm0000106, nm0520064, nm0005305, nm0136572"
"tt1017460","Splice",2009,0,104,"Horror,Sci-Fi",NA,5.8,96663,"nm0622112","nm0622112,nm2629199,nm0852298","nm0004778, nm0001631, nm0152035, nm1682412"
"tt10189514","Soorarai Pottru",2020,0,153,"Drama",NA,9.3,108929,"nm1464314","nm1464314,nm5289834,nm7373491,nm8641855,nm6314922","nm1421814, nm1388463, nm0712546, nm11804870"
"tt1019452","A Serious Man",2009,0,106,"Comedy,Drama",NA,7,140697,"nm0001053,nm0001054","nm0001054,nm0001053","nm0836121, nm0454236, nm3102689, nm0577329"
"tt1020072","Selma",2014,0,128,"Biography,Drama,History",NA,7.5,90725,"nm1148550","nm2298096","nm0654648, nm0252238, nm0001856, nm0929489"
"tt1020530","Eden Lake",2008,0,91,"Horror,Thriller",NA,6.8,83054,"nm1220140","nm1220140","nm0717709, nm1055413, nm0255108, nm1925239"
"tt1020558","Centurion",2010,0,97,"Action,Drama,History",NA,6.3,81993,"nm0551076","nm0551076","nm1055413, nm0922035, nm1385871, nm0936591"
"tt1022603","500 Days of Summer",2009,0,95,"Comedy,Drama,Romance",NA,7.7,500104,"nm1989536","nm2354099,nm2352210","nm0221046, nm0330687, nm0034309, nm1631269"
"tt1023111","Never Back Down",2008,0,113,"Action,Drama,Sport",NA,6.6,100247,"nm0905592","nm0369675","nm0267511, nm0005023, nm1720028, nm1544217"
"tt1023114","The Way Back",2010,0,133,"Adventure,Drama,History",NA,7.3,115197,"nm0001837","nm3524563,nm0001837,nm0164851","nm0836343, nm0000438, nm0268199, nm1058007"
"tt1023481","Step Up 2: The Streets",2008,0,98,"Drama,Music,Romance",NA,6.2,86635,"nm0160840","nm0426355,nm1661137,nm0012137","nm1382207, nm0263759, nm0144260, nm1782560"
"tt10272386","The Father",2020,0,97,"Drama,Mystery",NA,8.3,129793,"nm1725469","nm0358960,nm1725469","nm0000164, nm1469236, nm0309693, nm0931404"
"tt1027718","Wall Street: Money Never Sleeps",2010,0,133,"Drama",NA,6.2,101933,"nm0000231","nm1615610,nm0771496,nm0007140,nm0000231","nm0479471, nm0000140, nm1659547, nm0000982"
"tt10280276","Coolie No. 1",2020,0,134,"Action,Comedy,Romance",NA,4.2,73133,"nm0223522","nm0415514,nm2260872","nm3315894, nm9071083, nm0712546, nm0412917"
"tt1028528","Death Proof",2007,0,127,"Action,Thriller",NA,7,285023,"nm0000233","nm0000233","nm0000621, nm1057928, nm0206257, nm1089685"
"tt1028532","Hachi: A Dog's Tale",2009,0,93,"Biography,Drama,Family",NA,8.1,275681,"nm0002120","nm2124742,nm0793881","nm0000152, nm0000260, nm0846480, nm2105255"
"tt10288566","Another Round",2020,0,117,"Comedy,Drama",NA,7.7,138723,"nm0899121","nm0899121,nm2105585","nm0586568, nm0488917, nm2099237, nm1046521"
"tt1029234","Martyrs",2008,0,99,"Horror",NA,7,91120,"nm1052791","nm1052791","nm1662011, nm1227864, nm0126743, nm0869590"
"tt10293406","The Power of the Dog",2021,0,126,"Drama,Romance,Western",NA,6.9,140494,"nm0001005","nm0001005,nm11320316","nm1212722, nm0000379, nm0687146, nm2240346"
"tt1029360","Poltergeist",2015,0,93,"Horror,Thriller",NA,4.9,57576,"nm1481493","nm1865755,nm0000229,nm0334457,nm0896131","nm0005377, nm1679669, nm4149623, nm3061574"
"tt10295212","Shershaah",2021,0,135,"Action,Biography,Drama",NA,8.9,115587,"nm3315387","nm2196143","nm3289096, nm6442009, nm3109407, nm7084461"
"tt1032755","RocknRolla",2008,0,114,"Action,Crime,Thriller",NA,7.3,247787,"nm0005363","nm0005363","nm0124930, nm0929489, nm0252961, nm0628601"
"tt1032846","4 Months, 3 Weeks and 2 Days",2007,0,113,"Drama",NA,7.9,59404,"nm0612816","nm0612816","nm1671512, nm1693019, nm0412096, nm2308578"
"tt1033575","The Descendants",2011,0,115,"Comedy,Drama",NA,7.3,239847,"nm0668247","nm0668247,nm0269542,nm0711110,nm2655611","nm0000123, nm0940362, nm3837786, nm1975228"
"tt1033575","The Descendants",2011,0,115,"Comedy,Drama",177243185,7.3,239847,"nm0668247","nm0668247,nm0269542,nm0711110,nm2655611","nm0000123, nm0940362, nm3837786, nm1975228"
"tt1033643","What Happens in Vegas",2008,0,99,"Comedy,Romance",NA,6.1,174080,"nm0891114","nm1401416","nm0000139, nm0005110, nm1117791, nm1128572"
"tt1034032","Gamer",2009,0,95,"Action,Sci-Fi,Thriller",NA,5.7,133893,"nm0004410,nm0962729","nm0004410,nm0962729","nm0124930, nm0355910, nm0524839, nm0005520"
"tt1034303","Defiance",2008,0,137,"Action,Drama,History",NA,7.2,145887,"nm0001880","nm0296243,nm0001880,nm2739958","nm0185819, nm0000630, nm0068260, nm1111968"
"tt1034314","Iron Sky",2012,0,93,"Action,Adventure,Comedy",NA,5.9,93604,"nm1993322","nm1990490,nm1242274,nm0435701,nm1993322","nm1087430, nm0456130, nm0653248, nm0001424"
"tt1034331","Righteous Kill",2008,0,101,"Crime,Mystery,Thriller",NA,6,87692,"nm0000816","nm1897957","nm0000134, nm0000199, nm0001303, nm1265067"
"tt1034389","The Eagle",2011,0,114,"Action,Adventure,Drama",NA,6.2,69273,"nm0531817","nm0110591,nm0839996","nm1475594, nm0068260, nm0000661, nm0351495"
"tt1034415","Suspiria",2018,0,152,"Drama,Fantasy,Horror",NA,6.7,72964,"nm0345174","nm0000783,nm0630453,nm1738734","nm1631269, nm0842770, nm0382566, nm1728249"
"tt10350922","Laxmii",2020,0,141,"Action,Comedy,Horror",NA,2.4,56578,"nm0706485,nm2040704","nm2260872,nm0706485,nm7174796,nm8380633","nm0474774, nm6442009, nm2821544, nm1817397"
"tt10366460","CODA",2021,0,111,"Comedy,Drama,Music",NA,8,70994,"nm1571761","nm1571761,nm2605079,nm0141133,nm0489309,nm0081179","nm4454223, nm0559144, nm1319274, nm3310289"
"tt1037705","The Book of Eli",2010,0,118,"Action,Adventure,Drama",157107755,6.8,311194,"nm0400436,nm0400441","nm1729428","nm0000243, nm0005109, nm0829032, nm0000198"
"tt1037705","The Book of Eli",2010,0,118,"Action,Adventure,Drama",NA,6.8,311194,"nm0400436,nm0400441","nm1729428","nm0000243, nm0005109, nm0829032, nm0000198"
"tt1038686","Legion",2010,0,100,"Action,Fantasy,Horror",NA,5.2,103961,"nm0829820","nm0076412,nm0829820","nm0079273, nm0000598, nm0001165, nm0085407"
"tt1038919","The Bounty Hunter",2010,0,110,"Action,Comedy,Romance",NA,5.5,126284,"nm0855035","nm0861638","nm0000098, nm0124930, nm1631320, nm0307534"
"tt1038988","REC",2007,0,78,"Horror,Mystery,Thriller",NA,7.4,175803,"nm0049371,nm0687042","nm0049371,nm1084937,nm0687042","nm0892299, nm0970337, nm1970851, nm0744485"
"tt1041829","The Proposal",2009,0,108,"Comedy,Drama,Romance",317375031,6.7,318861,"nm0281945","nm1095804","nm0000113, nm0005351, nm0005460, nm0005266"
"tt1041829","The Proposal",2009,0,108,"Comedy,Drama,Romance",NA,6.7,318861,"nm0281945","nm1095804","nm0000113, nm0005351, nm0005460, nm0005266"
"tt1043726","The Legend of Hercules",2014,0,99,"Action,Adventure,Fantasy",NA,4.2,54249,"nm0001317","nm0393517,nm0316417,nm0001317,nm1048866","nm1553725, nm4719349, nm0012078, nm1861467"
"tt1045658","Silver Linings Playbook",2012,0,122,"Comedy,Drama,Romance",NA,7.7,695590,"nm0751102","nm0751102,nm2683048","nm0177896, nm2225369, nm0000134, nm0915865"
