"tconst","primaryTitle","releaseYear","isAdult","runtimeMinutes","genres","worldwideSalesDollars","averageRating","numVotes","directors","writers","mainCast"
"tt0114508","Species",1995,0,108,"Action,Horror,Sci-Fi",NA,5.8,79182,"nm0002044","nm0271022","nm0000449, nm0000514, nm0001426, nm0000547"
"tt0114558","Strange Days",1995,0,145,"Crime,Drama,Sci-Fi",NA,7.2,70941,"nm0000941","nm0000116,nm0168379","nm0000146, nm0000291, nm0000496, nm0001744"
"tt0114694","Tommy Boy",1995,0,97,"Adventure,Comedy",NA,7.1,85166,"nm0781842","nm0877425,nm0877901","nm0000394, nm0005450, nm0001133, nm0000137"
"tt0114709","Toy Story",1995,0,81,"Adventure,Animation,Comedy",NA,8.3,956679,"nm0005124","nm0005124,nm0230032,nm0004056,nm0710020,nm0923736,nm0169505,nm0812513","nm0000158, nm0000741, nm0725543, nm0001815"
"tt0114746","12 Monkeys",1995,0,129,"Mystery,Sci-Fi,Thriller",NA,8,606141,"nm0000416","nm0003408,nm0672459,nm0672466","nm0000246, nm0000656, nm0000093, nm0577828"
"tt0114787","Underground",1995,0,170,"Comedy,Drama,Fantasy",NA,8.1,57823,"nm0001437","nm0468169,nm0001437","nm0543547, nm0728476, nm0427066, nm0830371"
"tt0114814","The Usual Suspects",1995,0,106,"Crime,Drama,Mystery",NA,8.5,1055313,"nm0001741","nm0003160","nm0000228, nm0000321, nm0001590, nm0000286"
"tt0114898","Waterworld",1995,0,135,"Action,Adventure,Sci-Fi",264218220,6.2,192618,"nm0721817","nm0705474,nm0878638","nm0000126, nm0000675, nm0000454, nm0001499"
"tt0114898","Waterworld",1995,0,135,"Action,Adventure,Sci-Fi",NA,6.2,192618,"nm0721817","nm0705474,nm0878638","nm0000126, nm0000675, nm0000454, nm0001499"
"tt0114924","While You Were Sleeping",1995,0,103,"Comedy,Drama,Romance",182057016,6.8,100435,"nm0005509","nm0838015,nm0495863","nm0000113, nm0000597, nm0001251, nm0001967"
"tt0114924","While You Were Sleeping",1995,0,103,"Comedy,Drama,Romance",NA,6.8,100435,"nm0005509","nm0838015,nm0495863","nm0000113, nm0000597, nm0001251, nm0001967"
"tt0115433","101 Dalmatians",1996,0,103,"Adventure,Comedy,Crime",NA,5.7,109766,"nm0378893","nm0807977,nm0000455","nm0000335, nm0001099, nm0000613, nm0687506"
"tt0115641","Beavis and Butt-Head Do America",1996,0,81,"Adventure,Animation,Comedy",NA,6.8,55124,"nm0431918,nm1301264,nm0438394,nm0221133","nm0431918,nm0830294,nm1301264","nm0431918, nm0000246, nm0000193, nm0001458"
"tt0115685","The Birdcage",1996,0,117,"Comedy",NA,7.2,87458,"nm0001566","nm0688497,nm0891554,nm0596850,nm0200473,nm0561938","nm0000245, nm0001447, nm0000432, nm0001848"
"tt0115685","The Birdcage",1996,0,117,"Comedy",185260553,7.2,87458,"nm0001566","nm0688497,nm0891554,nm0596850,nm0200473,nm0561938","nm0000245, nm0001447, nm0000432, nm0001848"
"tt0115734","Bottle Rocket",1996,0,91,"Comedy,Crime,Drama",NA,6.9,75512,"nm0027572","nm0005562,nm0027572","nm0005561, nm0005562, nm0235684, nm0288800"
"tt0115736","Bound",1996,0,109,"Crime,Thriller",NA,7.3,54615,"nm0905152,nm0905154","nm0905152,nm0905154","nm0000236, nm0000153, nm0001592, nm0752636"
"tt0115751","Breaking the Waves",1996,0,159,"Drama",NA,7.8,65874,"nm0001885","nm0001885,nm0039576,nm0685168","nm0001833, nm0001745, nm0001020, nm0000852"
"tt0115759","Broken Arrow",1996,0,108,"Action,Adventure,Thriller",NA,6.1,97149,"nm0000247","nm0003662","nm0000237, nm0000225, nm0000526, nm0005148"
"tt0115798","The Cable Guy",1996,0,96,"Comedy,Drama,Thriller",NA,6.1,162542,"nm0001774","nm0392648","nm0000120, nm0000111, nm0005182, nm0085312"
"tt0115857","Chain Reaction",1996,0,107,"Action,Drama,Sci-Fi",NA,5.6,51906,"nm0001112","nm0772829,nm0780622,nm0295264,nm0493369,nm0097544","nm0000206, nm0000151, nm0001838, nm0911542"
"tt0115956","Courage Under Fire",1996,0,116,"Action,Drama,Mystery",NA,6.6,53954,"nm0001880","nm0242059","nm0000243, nm0000212, nm0001617, nm0605363"
"tt0115963","The Craft",1996,0,101,"Drama,Fantasy,Horror",NA,6.4,89760,"nm0281598","nm0276823,nm0281598","nm0000677, nm0000103, nm0000117, nm0874086"
"tt0115964","Crash",1996,0,100,"Drama",NA,6.4,58069,"nm0000343","nm0050618,nm0000343","nm0000652, nm0000456, nm0000480, nm0000679"
"tt0116040","Daylight",1996,0,114,"Action,Adventure,Drama",NA,5.9,72180,"nm0003418","nm0092018","nm0000230, nm0000312, nm0001557, nm0000445"
"tt0116126","Don't Be a Menace to South Central While Drinking Your Juice in the Hood",1996,0,89,"Comedy,Crime",NA,6.6,54366,"nm0054077","nm0915465,nm0005541,nm0064556","nm0915465, nm0005541, nm0005540, nm0429385"
"tt0116136","DragonHeart",1996,0,103,"Action,Adventure,Fantasy",NA,6.4,96375,"nm0003418","nm0425957,nm0688279","nm0000598, nm0000125, nm0000539, nm0000592"
"tt0116209","The English Patient",1996,0,162,"Drama,Romance,War",NA,7.4,187471,"nm0005237","nm0648546,nm0005237","nm0000146, nm0000300, nm0000353, nm0000218"
"tt0116213","Eraser",1996,0,115,"Action,Crime,Thriller",NA,6.1,109268,"nm0751080","nm0701049,nm0338396,nm0155961","nm0000216, nm0001853, nm0001001, nm0000336"
"tt0116213","Eraser",1996,0,115,"Action,Crime,Thriller",242295562,6.1,109268,"nm0751080","nm0701049,nm0338396,nm0155961","nm0000216, nm0001853, nm0001001, nm0000336"
"tt0116225","Escape from L.A.",1996,0,101,"Action,Adventure,Sci-Fi",NA,5.7,73805,"nm0000118","nm0000118,nm0145309,nm0384185,nm0000621","nm0000621, nm0000114, nm0005078, nm0486277"
"tt0116231","The Bandit",1996,0,128,"Crime,Drama,Thriller",NA,8.2,69411,"nm0877078","nm0877078","nm0784038, nm0951309, nm0784039, nm0758487"
"tt0116253","Executive Decision",1996,0,133,"Action,Adventure,Thriller",NA,6.5,56065,"nm0000829","nm0859029,nm0859049","nm0000621, nm0000932, nm0000491, nm0000219"
"tt0116282","Fargo",1996,0,98,"Crime,Thriller",NA,8.1,660336,"nm0001053,nm0001054","nm0001053,nm0001054","nm0000513, nm0000531, nm0000114, nm0001780"
"tt0116313","The First Wives Club",1996,0,103,"Comedy",181489203,6.4,47949,"nm0933505","nm0326118,nm0363326","nm0000443, nm0000541, nm0000473, nm0001749"
"tt0116365","The Frighteners",1996,0,110,"Comedy,Fantasy,Horror",NA,7.1,87072,"nm0001392","nm0909638,nm0001392","nm0000150, nm0000746, nm0229930, nm0040014"
"tt0116367","From Dusk Till Dawn",1996,0,108,"Action,Crime,Horror",NA,7.2,305932,"nm0001675","nm0476071,nm0000233","nm0000172, nm0000123, nm0000496, nm0000233"
"tt0116409","The Ghost and the Darkness",1996,0,110,"Adventure,Drama,Thriller",NA,6.8,60707,"nm0394280","nm0001279","nm0000140, nm0000174, nm0929489, nm0434712"
"tt0116483","Happy Gilmore",1996,0,92,"Comedy,Sport",NA,7,216026,"nm0240797","nm0379056,nm0001191","nm0001191, nm0001520, nm0100866, nm0062844"
"tt0116583","The Hunchback of Notre Dame",1996,0,91,"Animation,Drama,Family",NA,7,153057,"nm0936374,nm0873779","nm0614742,nm0401076,nm0575293,nm0879318,nm0925276,nm0731271,nm0363125,nm0110293,nm0110294,nm0326814,nm0152312,nm0811279,nm0135296,nm0723633,nm0560329,nm0998551,nm0927845,nm0969162,nm0091161,nm0635488,nm0322368,nm0361315,nm0089626,nm0629734,nm0278181","nm0000193, nm0004517, nm0074834, nm0123553"
"tt0116583","The Hunchback of Notre Dame",1996,0,91,"Animation,Drama,Family",325338851,7,153057,"nm0936374,nm0873779","nm0614742,nm0401076,nm0575293,nm0879318,nm0925276,nm0731271,nm0363125,nm0110293,nm0110294,nm0326814,nm0152312,nm0811279,nm0135296,nm0723633,nm0560329,nm0998551,nm0927845,nm0969162,nm0091161,nm0635488,nm0322368,nm0361315,nm0089626,nm0629734,nm0278181","nm0000193, nm0004517, nm0074834, nm0123553"
"tt0116629","Independence Day",1996,0,145,"Action,Adventure,Sci-Fi",817400891,7,560243,"nm0000386","nm0002041,nm0000386","nm0000226, nm0000597, nm0000156, nm0001521"
"tt0116629","Independence Day",1996,0,145,"Action,Adventure,Sci-Fi",NA,7,560243,"nm0000386","nm0002041,nm0000386","nm0000226, nm0000597, nm0000156, nm0001521"
"tt0116669","Jack",1996,0,113,"Comedy,Drama,Fantasy",NA,5.8,60112,"nm0000338","nm0218621,nm0618800","nm0000245, nm0000178, nm0450116, nm0000182"
"tt0116683","James and the Giant Peach",1996,0,79,"Adventure,Animation,Family",NA,6.7,65518,"nm0783139","nm0001094,nm0456732,nm0731271,nm0089237","nm0856057, nm0525921, nm0000592, nm0001003"
"tt0116695","Jerry Maguire",1996,0,139,"Comedy,Drama,Romance",273552592,7.3,258574,"nm0001081","nm0001081","nm0000129, nm0000421, nm0000250, nm0000593"
"tt0116695","Jerry Maguire",1996,0,139,"Comedy,Drama,Romance",NA,7.3,258574,"nm0001081","nm0001081","nm0000129, nm0000421, nm0000250, nm0000593"
"tt0116705","Jingle All the Way",1996,0,89,"Adventure,Comedy,Family",NA,5.7,102861,"nm0505152","nm0466473","nm0000216, nm0005435, nm0367005, nm0001854"
"tt0116778","Kingpin",1996,0,114,"Comedy,Sport",NA,6.9,82926,"nm0125803,nm0268380","nm0266673,nm0622240","nm0000437, nm0001642, nm0000195, nm0029502"
"tt0116830","Last Man Standing",1996,0,101,"Action,Crime,Drama",NA,6.4,57509,"nm0001353","nm0452878,nm0000041,nm0001353","nm0000246, nm0001136, nm0761836, nm0000686"
"tt0116908","The Long Kiss Goodnight",1996,0,121,"Action,Crime,Drama",NA,6.8,78745,"nm0001317","nm0000948","nm0000133, nm0000168, nm0956531, nm0081572"
"tt0116922","Lost Highway",1997,0,134,"Mystery,Thriller",NA,7.6,139294,"nm0000186","nm0000186,nm0317510","nm0000597, nm0000099, nm0741803, nm0258388"
"tt0116996","Mars Attacks!",1996,0,106,"Comedy,Sci-Fi",NA,6.4,223304,"nm0000318","nm0114083,nm0312481,nm0940071,nm0694035,nm0766921,nm0312607","nm0000197, nm0000112, nm0000572, nm0000906"
"tt0117008","Matilda",1996,0,98,"Comedy,Family,Fantasy",NA,7,145100,"nm0000362","nm0001094,nm0443582,nm0842523","nm0000362, nm0674231, nm0933798, nm0001110"
"tt0117038","Michael",1996,0,105,"Comedy,Drama,Fantasy",119718203,5.7,42908,"nm0001188","nm0223320,nm0703720,nm0001188,nm0258286","nm0000237, nm0000510, nm0000458, nm0001364"
"tt0117060","Mission: Impossible",1996,0,110,"Action,Adventure,Thriller",NA,7.1,412102,"nm0000361","nm0312367,nm0462895,nm0001873,nm0001801","nm0000129, nm0000685, nm0000322, nm0001089"
"tt0117060","Mission: Impossible",1996,0,110,"Action,Adventure,Thriller",457696391,7.1,412102,"nm0000361","nm0312367,nm0462895,nm0001873,nm0001801","nm0000129, nm0000685, nm0000322, nm0001089"
"tt0117218","The Nutty Professor",1996,0,95,"Comedy,Romance,Sci-Fi",NA,5.7,115640,"nm0001723","nm0001471,nm0725075,nm0790775,nm0087904,nm0001723,nm0644203","nm0000552, nm0000586, nm0000336, nm0588777"
"tt0117218","The Nutty Professor",1996,0,95,"Comedy,Romance,Sci-Fi",273961019,5.7,115640,"nm0001723","nm0001471,nm0725075,nm0790775,nm0087904,nm0001723,nm0644203","nm0000552, nm0000586, nm0000336, nm0588777"
"tt0117318","The People vs. Larry Flynt",1996,0,130,"Biography,Drama",NA,7.3,93600,"nm0001232","nm0018735,nm0438989","nm0000437, nm0001482, nm0001570, nm0364126"
"tt0117333","Phenomenon",1996,0,123,"Drama,Fantasy,Romance",152036382,6.4,78805,"nm0005509","nm0224187","nm0000237, nm0001718, nm0001845, nm0000380"
"tt0117333","Phenomenon",1996,0,123,"Drama,Fantasy,Romance",NA,6.4,78805,"nm0005509","nm0224187","nm0000237, nm0001718, nm0001845, nm0000380"
"tt0117381","Primal Fear",1996,0,129,"Crime,Drama,Mystery",NA,7.7,207031,"nm0387706","nm0225942,nm0787399,nm0081189","nm0000152, nm0001473, nm0001570, nm0001498"
"tt0117438","Ransom",1996,0,121,"Action,Crime,Thriller",309492681,6.7,125972,"nm0000165","nm0401738,nm0537363,nm0697115,nm0407245","nm0000154, nm0000641, nm0000623, nm0634509"
"tt0117438","Ransom",1996,0,121,"Action,Crime,Thriller",NA,6.7,125972,"nm0000165","nm0401738,nm0537363,nm0697115,nm0407245","nm0000154, nm0000641, nm0000623, nm0634509"
"tt0117500","The Rock",1996,0,136,"Action,Adventure,Thriller",335062621,7.4,330786,"nm0000881","nm0918711,nm0177018,nm0743119","nm0000125, nm0000115, nm0000438, nm0817983"
"tt0117500","The Rock",1996,0,136,"Action,Adventure,Thriller",NA,7.4,330786,"nm0000881","nm0918711,nm0177018,nm0743119","nm0000125, nm0000115, nm0000438, nm0817983"
"tt0117509","Romeo + Juliet",1996,0,120,"Drama,Romance",NA,6.8,223555,"nm0525303","nm0000636,nm0668902,nm0525303","nm0000138, nm0000132, nm0000491, nm0674782"
"tt0117571","Scream",1996,0,111,"Horror,Mystery",173046663,7.4,329082,"nm0000127","nm0932078","nm0000117, nm0001073, nm0000274, nm0000240"
"tt0117571","Scream",1996,0,111,"Horror,Mystery",NA,7.4,329082,"nm0000127","nm0932078","nm0000117, nm0001073, nm0000274, nm0000240"
"tt0117631","Shine",1996,0,105,"Biography,Drama,Music",NA,7.7,53765,"nm0382956","nm0764982,nm0382956","nm0001691, nm0000090, nm0104051, nm0865286"
"tt0117665","Sleepers",1996,0,147,"Crime,Drama,Thriller",NA,7.6,215256,"nm0001469","nm0136262,nm0001469","nm0000134, nm0000102, nm0000093, nm0000574"
"tt0117666","Sling Blade",1996,0,135,"Drama",NA,8,92695,"nm0000671","nm0000671","nm0000671, nm0948267, nm0000687, nm0000615"
"tt0117705","Space Jam",1996,0,88,"Adventure,Animation,Comedy",NA,6.5,193584,"nm0701592","nm1080144,nm0748874,nm0365390,nm0918339","nm0003044, nm0001431, nm0005337, nm0913502"
"tt0117705","Space Jam",1996,0,88,"Adventure,Animation,Comedy",230418342,6.5,193584,"nm0701592","nm1080144,nm0748874,nm0365390,nm0918339","nm0003044, nm0001431, nm0005337, nm0913502"
"tt0117731","Star Trek: First Contact",1996,0,111,"Action,Adventure,Drama",146027888,7.6,123597,"nm0000408","nm0734472,nm0075834,nm0103804,nm0601822","nm0001772, nm0000408, nm0000653, nm0000996"
"tt0117731","Star Trek: First Contact",1996,0,111,"Action,Adventure,Drama",NA,7.6,123597,"nm0000408","nm0734472,nm0075834,nm0103804,nm0601822","nm0001772, nm0000408, nm0000653, nm0000996"
"tt0117802","Swingers",1996,0,96,"Comedy,Drama",NA,7.2,81433,"nm0510731","nm0269463","nm0000681, nm0001287, nm0269463, nm0515296"
"tt0117887","That Thing You Do!",1996,0,108,"Comedy,Drama,Music",NA,7,67815,"nm0000158","nm0000158","nm0000158, nm0000239, nm0000234, nm0779866"
"tt0117913","A Time to Kill",1996,0,149,"Crime,Drama,Thriller",NA,7.5,153027,"nm0001708","nm0001300,nm0326040","nm0000190, nm0000113, nm0000168, nm0000228"
"tt0117913","A Time to Kill",1996,0,149,"Crime,Drama,Thriller",152266007,7.5,153027,"nm0001708","nm0001300,nm0326040","nm0000190, nm0000113, nm0000168, nm0000228"
"tt0117951","Trainspotting",1996,0,93,"Drama",NA,8.2,670530,"nm0000965","nm0920543,nm0388076","nm0000191, nm0001971, nm0001538, nm0571727"
"tt0117998","Twister",1996,0,113,"Action,Adventure,Thriller",494471524,6.4,191690,"nm0000957","nm0000341,nm0551926","nm0000166, nm0000200, nm0000144, nm0000415"
"tt0117998","Twister",1996,0,113,"Action,Adventure,Thriller",NA,6.4,191690,"nm0000957","nm0000341,nm0551926","nm0000166, nm0000200, nm0000144, nm0000415"
"tt0118548","Absolute Power",1997,0,121,"Action,Crime,Drama",NA,6.7,54099,"nm0000142","nm0049641,nm0001279","nm0000142, nm0000432, nm0000438, nm0001473"
"tt0118571","Air Force One",1997,0,124,"Action,Drama,Thriller",NA,6.5,192127,"nm0000583","nm0549256","nm0000148, nm0000198, nm0000335, nm0187724"
"tt0118571","Air Force One",1997,0,124,"Action,Drama,Thriller",315156409,6.5,192127,"nm0000583","nm0549256","nm0000148, nm0000198, nm0000335, nm0187724"
"tt0118583","Alien: Resurrection",1997,0,109,"Action,Horror,Sci-Fi",NA,6.2,242380,"nm0000466","nm0639321,nm0795953,nm0923736","nm0000244, nm0000213, nm0684500, nm0000579"
"tt0118607","Amistad",1997,0,155,"Biography,Drama,History",NA,7.3,75729,"nm0000229","nm0291905","nm0005023, nm0000190, nm0000164, nm0000151"
"tt0118615","Anaconda",1997,0,89,"Action,Adventure,Horror",NA,4.8,103018,"nm0515891","nm0061829,nm0143596,nm0258390","nm0000685, nm0000182, nm0000655, nm0001084"
"tt0118617","Anastasia",1997,0,94,"Adventure,Animation,Drama",NA,7.1,120552,"nm0089940,nm0325776","nm0310319,nm0333949,nm0879318,nm0925276,nm0875740","nm0000212, nm0000131, nm0000502, nm0001288"
"tt0118655","Austin Powers: International Man of Mystery",1997,0,94,"Adventure,Comedy",NA,7,235044,"nm0005366","nm0000196","nm0000196, nm0000167, nm0001868, nm0000211"
"tt0118688","Batman & Robin",1997,0,125,"Action,Sci-Fi",238235719,3.7,248289,"nm0001708","nm0004170,nm0326040","nm0000216, nm0000123, nm0000563, nm0000235"
"tt0118688","Batman & Robin",1997,0,125,"Action,Sci-Fi",NA,3.7,248289,"nm0001708","nm0004170,nm0326040","nm0000216, nm0000123, nm0000563, nm0000235"
"tt0118689","Bean",1997,0,89,"Adventure,Comedy,Family",NA,6.5,103122,"nm0809321","nm0000100,nm0193485,nm0003741","nm0000100, nm0001493, nm0590055, nm0715622"
"tt0118694","In the Mood for Love",2000,0,98,"Drama,Romance",NA,8.1,143667,"nm0939182","nm0939182","nm0504897, nm0001041, nm0803310, nm0156432"
"tt0118715","The Big Lebowski",1998,0,117,"Comedy,Crime",NA,8.1,786163,"nm0001053,nm0001054","nm0001053,nm0001054","nm0000313, nm0000422, nm0000194, nm0000114"
"tt0118749","Boogie Nights",1997,0,155,"Drama",NA,7.9,257896,"nm0000759","nm0000759","nm0000242, nm0000194, nm0000608, nm0350079"
"tt0118771","Breakdown",1997,0,93,"Crime,Drama,Mystery",NA,7,53929,"nm0609236","nm0609236,nm0599924","nm0000621, nm0000687, nm0000599, nm0301370"
"tt0118789","Buffalo '66",1998,0,110,"Comedy,Drama,Romance",NA,7.5,52855,"nm0001252","nm0001252,nm0046750","nm0001252, nm0000207, nm0001262, nm0000620"
"tt0118799","Life Is Beautiful",1997,0,116,"Comedy,Drama,Romance",NA,8.6,672365,"nm0000905","nm0148437,nm0000905","nm0000905, nm0000971, nm0134493, nm0243842"
"tt0118842","Chasing Amy",1997,0,113,"Comedy,Drama,Romance",NA,7.2,136705,"nm0003620","nm0003620","nm0000255, nm0000725, nm0839486, nm0608714"
"tt0118843","Black Cat, White Cat",1998,0,127,"Comedy,Crime,Romance",NA,8,53206,"nm0001437","nm0586235","nm0786281, nm0865411, nm0441287, nm0014981"
"tt0118849","Children of Heaven",1997,0,89,"Drama,Family,Sport",NA,8.2,73045,"nm0006498","nm0006498","nm0619870, nm0268488, nm0781245, nm0415412"
"tt0118880","Con Air",1997,0,115,"Action,Crime,Thriller",NA,6.9,292106,"nm0922346","nm0003298","nm0000115, nm0000131, nm0000518, nm0000538"
"tt0118880","Con Air",1997,0,115,"Action,Crime,Thriller",224012234,6.9,292106,"nm0922346","nm0003298","nm0000115, nm0000131, nm0000518, nm0000538"
"tt0118883","Conspiracy Theory",1997,0,135,"Action,Mystery,Thriller",NA,6.7,99270,"nm0001149","nm0001338","nm0000154, nm0000210, nm0001772, nm0185475"
"tt0118884","Contact",1997,0,150,"Drama,Mystery,Sci-Fi",171120329,7.5,269197,"nm0000709","nm0366337,nm0325533,nm0755981,nm0238668","nm0000149, nm0000190, nm0000643, nm0000457"
"tt0118884","Contact",1997,0,150,"Drama,Mystery,Sci-Fi",NA,7.5,269197,"nm0000709","nm0366337,nm0325533,nm0755981,nm0238668","nm0000149, nm0000190, nm0000643, nm0000457"
"tt0118887","Cop Land",1997,0,105,"Crime,Drama,Thriller",NA,7,92407,"nm0003506","nm0003506","nm0000230, nm0000172, nm0000501, nm0000134"
"tt0118928","Dante's Peak",1997,0,108,"Action,Adventure,Thriller",NA,6,89050,"nm0002044","nm0092018","nm0000112, nm0000157, nm0808603, nm0284158"
"tt0118929","Dark City",1998,0,100,"Fantasy,Mystery,Sci-Fi",NA,7.6,197135,"nm0001639","nm0001639,nm0229644,nm0275286","nm0001722, nm0000662, nm0000124, nm0000458"
"tt0118971","The Devil's Advocate",1997,0,144,"Drama,Mystery,Thriller",NA,7.5,359547,"nm0000431","nm0003825,nm0501380,nm0006904","nm0000206, nm0000199, nm0000234, nm0000470"
"tt0118972","The Devil's Own",1997,0,111,"Action,Crime,Drama",NA,6.2,64175,"nm0001587","nm0418883,nm0169173,nm0665932","nm0000148, nm0000093, nm0171513, nm0001952"
"tt0118998","Doctor Dolittle",1998,0,85,"Comedy,Family,Fantasy",NA,5.4,96206,"nm0858525","nm0517452,nm0560894,nm0505648","nm0000552, nm0001967, nm0001115, nm0001624"
"tt0118998","Doctor Dolittle",1998,0,85,"Comedy,Family,Fantasy",294456605,5.4,96206,"nm0858525","nm0517452,nm0560894,nm0505648","nm0000552, nm0001967, nm0001115, nm0001624"
"tt0119008","Donnie Brasco",1997,0,127,"Biography,Crime,Drama",NA,7.7,298486,"nm0001565","nm0685587,nm0940361,nm0001921","nm0000199, nm0000136, nm0000514, nm0456124"
"tt0119051","The Edge",1997,0,117,"Action,Adventure,Drama",NA,6.9,72626,"nm0848414","nm0000519","nm0000164, nm0000285, nm0000512, nm0674782"
"tt0119081","Event Horizon",1997,0,96,"Horror,Sci-Fi,Thriller",NA,6.6,173361,"nm0027271","nm0252155","nm0000401, nm0000554, nm0000599, nm0000613"
"tt0119094","Face/Off",1997,0,138,"Action,Crime,Sci-Fi",NA,7.3,367877,"nm0000247","nm0108273,nm0171718","nm0000237, nm0000115, nm0000260, nm0005273"
"tt0119094","Face/Off",1997,0,138,"Action,Crime,Sci-Fi",245676146,7.3,367877,"nm0000247","nm0108273,nm0171718","nm0000237, nm0000115, nm0000260, nm0005273"
"tt0119099","Fallen",1998,0,124,"Action,Crime,Drama",NA,7,81283,"nm0387706","nm0443582","nm0000243, nm0000422, nm0000661, nm0001110"
"tt0119116","The Fifth Element",1997,0,126,"Action,Adventure,Sci-Fi",NA,7.7,460764,"nm0000108","nm0000108,nm0436543","nm0000246, nm0000170, nm0000198, nm0000453"
"tt0119137","Flubber",1997,0,93,"Comedy,Family,Sci-Fi",NA,5.3,88502,"nm0562645","nm0853139,nm0000455,nm0909556","nm0000245, nm0001315, nm0001520, nm0505971"
"tt0119137","Flubber",1997,0,93,"Comedy,Family,Sci-Fi",177977226,5.3,88502,"nm0562645","nm0853139,nm0000455,nm0909556","nm0000245, nm0001315, nm0001520, nm0505971"
"tt0119164","The Full Monty",1997,0,91,"Comedy,Drama",NA,7.2,104872,"nm0146341","nm0064479","nm0001015, nm0929489, nm0004692, nm0810890"
"tt0119167","Funny Games",1997,0,108,"Crime,Drama,Thriller",NA,7.5,72109,"nm0359734","nm0359734","nm0521443, nm0618057, nm0295823, nm0317385"
"tt0119173","G.I. Jane",1997,0,125,"Action,Drama,War",NA,6,79572,"nm0000631","nm0018824,nm0878638","nm0000193, nm0001557, nm0000843, nm0000892"
"tt0119174","The Game",1997,0,129,"Drama,Mystery,Thriller",NA,7.8,381069,"nm0000399","nm0104335,nm0274905","nm0000140, nm0000679, nm0000576, nm0714310"
"tt0119177","Gattaca",1997,0,106,"Drama,Sci-Fi,Thriller",NA,7.8,296595,"nm0629272","nm0629272","nm0000160, nm0000235, nm0000179, nm0000683"
"tt0119190","George of the Jungle",1997,0,92,"Action,Adventure,Comedy",NA,5.5,76351,"nm0918873","nm0911599,nm0647615,nm0920108","nm0000409, nm0005182, nm0002006, nm0745780"
"tt0119190","George of the Jungle",1997,0,92,"Action,Adventure,Comedy",174463257,5.5,76351,"nm0918873","nm0911599,nm0647615,nm0920108","nm0000409, nm0005182, nm0002006, nm0745780"
"tt0119217","Good Will Hunting",1997,0,126,"Drama,Romance",NA,8.3,930862,"nm0001814","nm0000354,nm0000255","nm0000245, nm0000354, nm0000255, nm0001745"
"tt0119217","Good Will Hunting",1997,0,126,"Drama,Romance",225933435,8.3,930862,"nm0001814","nm0000354,nm0000255","nm0000245, nm0000354, nm0000255, nm0001745"
"tt0119223","Great Expectations",1998,0,111,"Drama,Romance",NA,6.8,53383,"nm0190859","nm0002042,nm0322248","nm0000160, nm0000569, nm0000279, nm0177933"
"tt0119229","Grosse Pointe Blank",1997,0,107,"Action,Comedy,Crime",NA,7.3,93246,"nm0000786","nm0417716,nm0222584,nm0684336,nm0000131","nm0000131, nm0000378, nm0000101, nm0000349"
"tt0119282","Hercules",1997,0,93,"Adventure,Animation,Comedy",NA,7.3,223206,"nm0166256,nm0615780","nm0166256,nm0615780,nm0568490,nm0789624,nm0575293,nm0436314,nm0927845,nm0142200,nm0708319,nm0811279,nm0314788,nm0361315,nm1073262,nm0322368,nm0448208,nm0606407,nm0234837,nm0258059","nm0004883, nm0250743, nm0000249, nm0057363"
"tt0119282","Hercules",1997,0,93,"Adventure,Animation,Comedy",252712101,7.3,223206,"nm0166256,nm0615780","nm0166256,nm0615780,nm0568490,nm0789624,nm0575293,nm0436314,nm0927845,nm0142200,nm0708319,nm0811279,nm0314788,nm0361315,nm1073262,nm0322368,nm0448208,nm0606407,nm0234837,nm0258059","nm0004883, nm0250743, nm0000249, nm0057363"
"tt0119303","Home Alone 3",1997,0,102,"Action,Comedy,Crime",NA,4.5,114869,"nm0331532","nm0000455","nm0513281, nm0472762, nm0452748, nm0902188"
"tt0119345","I Know What You Did Last Summer",1997,0,101,"Horror,Mystery",NA,5.8,143213,"nm0318947","nm0242028,nm0932078","nm0001349, nm0001264, nm0000162, nm0000202"
"tt0119349","The Ice Storm",1997,0,112,"Drama",NA,7.4,55791,"nm0000487","nm0600528,nm0770005","nm0000177, nm0000260, nm0000244, nm0001089"
"tt0119395","The Jackal",1997,0,124,"Action,Crime,Drama",NA,6.4,114939,"nm0001994","nm0743584,nm0679326","nm0000246, nm0000152, nm0001627, nm0893204"
"tt0119396","Jackie Brown",1997,0,154,"Crime,Drama,Thriller",NA,7.5,339867,"nm0000233","nm0000233,nm0001465","nm0000427, nm0000168, nm0001233, nm0000403"
"tt0119468","Kiss the Girls",1997,0,115,"Crime,Drama,Mystery",NA,6.6,72293,"nm0001219","nm0666248,nm0458318","nm0000151, nm0000171, nm0000144, nm0564107"
"tt0119488","L.A. Confidential",1997,0,138,"Crime,Drama,Mystery",NA,8.3,568105,"nm0000436","nm0255278,nm0001338,nm0000436","nm0000228, nm0000128, nm0001602, nm0000107"
"tt0119528","Liar Liar",1997,0,86,"Comedy,Fantasy",NA,6.9,300908,"nm0001723","nm0345488,nm0563397","nm0000120, nm0005491, nm0000372, nm0000236"
"tt0119528","Liar Liar",1997,0,86,"Comedy,Fantasy",302710615,6.9,300908,"nm0001723","nm0345488,nm0563397","nm0000120, nm0005491, nm0000372, nm0000236"
"tt0119558","Lolita",1997,0,137,"Drama,Romance",NA,6.9,57303,"nm0001490","nm0618603,nm0771496","nm0000460, nm0000663, nm0000429, nm0001449"
